task_id,question_id,image_path,query_text,ground_truth_code,model_response,code_generation_time

Constraint - Use these variables strictly:
square_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

draw_polygon(4, square_side)
t.right(45)
t.forward(square_side * sqrt(2))
t.right(135)
t.forward(square_side)
","import math

square_side = 200
t.penup()
t.goto(-square_side/2, -square_side/2)
t.pendown()
t.goto(square_side/2, -square_side/2)
t.goto(square_side/2, square_side/2)
t.goto(-square_side/2, square_side/2)
t.goto(-square_side/2, -square_side/2)
t.penup()
t.goto(-square_side/2, -square_side/2)
t.pendown()
t.goto(square_side/2, square_side/2)",1.23
30,q1,../Datasets/TurtleBench/Tasks/30/image/30.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
square_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

draw_polygon(4, square_side)
t.forward(square_side)
t.right(135)
t.forward(square_side * sqrt(2))
","import math
square_side=200
t.penup()
t.goto(-square_side/2, -square_side/2)
t.pendown()
t.goto(square_side/2, square_side/2)
t.penup()
t.goto(-square_side/2, square_side/2)
t.pendown()
t.goto(square_side/2, -square_side/2)",1.91
30,q2,../Datasets/TurtleBench/Tasks/30/image/30.png,"in the given shape removes the triangle on the bottom.

Constraint - Use these variables strictly:
square_side=200","t.forward(square_side)
t.right(135)
t.forward(square_side * sqrt(2))
t.right(135)
t.forward(square_side)
","import math

square_side = 200
t.penup()
t.goto(-square_side/2, -square_side/2)
t.pendown()
t.goto(square_side/2, -square_side/2)
t.goto(square_side/2, square_side/2)
t.goto(-square_side/2, square_side/2)
t.goto(-square_side/2, -square_side/2)",1.29
31,q1,../Datasets/TurtleBench/Tasks/31/image/31.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
square_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(0)
draw_polygon(4, square_side)
t.right(180)
draw_polygon(4, square_side)
","import math
square_side=100
t.penup()
t.goto(-square_side/2, -square_side/2)
t.pendown()
for _ in range(4):
    t.forward(square_side)
    t.left(90)
t.penup()
t.goto(0, -square_side/2)
t.pendown()
for _ in range(4):
    t.forward(square_side)
    t.left(90)",2.63
31,q2,../Datasets/TurtleBench/Tasks/31/image/31.png,"adds two squares to the existing shape to make it horizontally and vertically symmetrical.

Constraint - Use these variables strictly:
square_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(0)
for i in range(4):
        draw_polygon(4, square_side)
        t.right(90)
","t.penup()
t.goto(-50, 50)
t.pendown()
for _ in range(4):
    t.forward(square_side)
    t.right(90)
t.penup()
t.goto(50, -50)
t.pendown()
for _ in range(4):
    t.forward(square_side)
    t.right(90)
t.penup()
t.goto(50, 50)
t.pendown()
for _ in range(4):
    t.forward(square_side)
    t.right(90)",2.78
32,q1,../Datasets/TurtleBench/Tasks/32/image/32.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
radius=100","t.circle(radius)
t.right(180)
t.circle(radius)
t.right(90)
t.forward(2 * radius)
","import math
t.penup()
t.goto(0, -radius)
t.pendown()
t.circle(radius)
t.penup()
t.goto(0, 0)
t.pendown()
t.circle(radius)
t.penup()
t.goto(0, radius)
t.pendown()
t.circle(radius)",2.36
33,q1,../Datasets/TurtleBench/Tasks/33/image/33.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
square_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.setheading(135)
draw_polygon(4, square_side)
t.left(-135)
t.circle(square_side/2 * sqrt(2), 360)
t.right(45)
draw_polygon(4, square_side)
t.left(-135)
t.circle(square_side/2 * sqrt(2), 360)
","import math

square_side = 100
t.penup()
t.goto(0, -square_side / 2)
t.pendown()
t.circle(square_side / 2)
t.penup()
t.goto(0, square_side / 2)
t.pendown()
t.circle(square_side / 2)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
for _ in range(4):
    t.forward(square_side)
    t.left(90)",1.32
34,q1,../Datasets/TurtleBench/Tasks/34/image/34.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
side=80","for _ in range(4):
  t.forward(side)
  t.left(90)
  t.forward(side)
  t.right(90)
  t.forward(side)
  t.right(90)
","side=80
t.penup()
t.goto(-side/2, -side/2)
t.pendown()
for _ in range(4):
    t.forward(side)
    t.left(90)
t.penup()
t.goto(0, -side/2)
t.pendown()
t.setheading(90)
t.forward(side)
t.setheading(0)
t.forward(side)
t.setheading(270)
t.forward(side)
t.setheading(180)
t.forward(side)",2.7
35,q1,../Datasets/TurtleBench/Tasks/35/image/35.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

draw_polygon(3, triangle_side)
t.right(90)
t.circle(triangle_side/2, -180)
","import math

triangle_side = 200
t.penup()
t.goto(0, -triangle_side / 2)
t.pendown()
t.setheading(90)
t.circle(triangle_side / 2, 180)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(270)
t.forward(triangle_side)
t.setheading(180)
t.forward(triangle_side)
t.setheading(0)
t.forward(triangle_side)",1.19
36,q1,../Datasets/TurtleBench/Tasks/36/image/36.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
large_circle_radius=100
small_circle_radius=50","t.setheading(90)
t.circle(large_circle_radius, 360)
t.right(180)
t.circle(small_circle_radius, 360)
","import math

large_circle_radius = 100
small_circle_radius = 50

t.penup()
t.goto(-large_circle_radius, 0)
t.pendown()
t.circle(large_circle_radius)

t.penup()
t.goto(large_circle_radius, 0)
t.pendown()
t.circle(small_circle_radius)",0.94
36,q3,../Datasets/TurtleBench/Tasks/36/image/36.png,"in the given shape inserts the smaller circle on top of the larger circle.

Constraint - Use these variables strictly:
large_circle_radius=100
small_circle_radius=50","t.setheading(90)
t.circle(large_circle_radius, 450)
t.right(180)
t.circle(small_circle_radius, 360)
","import math
large_circle_radius=100
small_circle_radius=50
t.penup()
t.goto(-large_circle_radius, 0)
t.pendown()
t.circle(large_circle_radius)
t.penup()
t.goto(large_circle_radius - small_circle_radius, 0)
t.pendown()
t.circle(small_circle_radius)",2.42
36,q2,../Datasets/TurtleBench/Tasks/36/image/36.png,"in the given shape inserts a circle of an equal size to the smaller circle on the left of the bigger circle to make a vertically symmetrical shape.

Constraint - Use these variables strictly:
large_circle_radius=100
small_circle_radius=50","t.setheading(90)
t.circle(large_circle_radius, 360)
t.right(180)
t.circle(small_circle_radius, 360)
t.right(180)
t.circle(large_circle_radius, 180)
t.right(180)
t.circle(small_circle_radius, 360)
","import math
t.penup()
t.goto(-large_circle_radius, 0)
t.pendown()
t.circle(large_circle_radius)
t.penup()
t.goto(large_circle_radius, 0)
t.pendown()
t.circle(small_circle_radius)",2.13
37,q1,../Datasets/TurtleBench/Tasks/37/image/37.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
half_lines_length=50
semicircle_radius=50","t.forward(half_lines_length)
t.right(90)
t.circle(semicircle_radius, -180)
t.right(90)
t.forward(half_lines_length)
","import math
t.penup()
t.goto(-half_lines_length, 0)
t.pendown()
t.setheading(0)
t.forward(half_lines_length)
t.right(90)
t.circle(semicircle_radius, 180)
t.right(90)
t.forward(half_lines_length)",1.12
38,q1,../Datasets/TurtleBench/Tasks/38/image/38.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
circles_radi=[100, 70, 40]","t.circle(circles_radi[2])
t.circle(circles_radi[1])
t.circle(circles_radi[0])
","import math
circles_radi=[100, 70, 40]
t.penup()
t.goto(0, -circles_radi[0])
t.pendown()
t.circle(circles_radi[0])
t.penup()
t.goto(0, -circles_radi[1])
t.pendown()
t.circle(circles_radi[1])
t.penup()
t.goto(0, -circles_radi[2])
t.pendown()
t.circle(circles_radi[2])",2.38
39,q1,../Datasets/TurtleBench/Tasks/39/image/39.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
circles_radi=[100, 60, 20]","for i in range(3):
  t.circle(circles_radi[2 - i])
  t.up()
  t.right(90)
  t.forward(40)
  t.left(90)
  t.down()
","import math
import turtle as t

circles_radi = [100, 60, 20]

for radius in circles_radi:
    t.penup()
    t.goto(0, -radius)
    t.pendown()
    t.circle(radius)",2.11
39,q3,../Datasets/TurtleBench/Tasks/39/image/39.png,"recreates the given shape without the smallest circle.

Constraint - Use these variables strictly:
circles_radi=[100, 60, 20]","for i in range(1, 3):
  t.circle(circles_radi[2 - i])
  t.up()
  t.right(90)
  t.forward(40)
  t.left(90)
  t.down()
","import math

circles_radi = [100, 60, 20]
t.penup()
t.goto(0, -circles_radi[0])
t.pendown()
t.circle(circles_radi[0])
t.penup()
t.goto(0, -circles_radi[1])
t.pendown()
t.circle(circles_radi[1])",0.97
39,q2,../Datasets/TurtleBench/Tasks/39/image/39.png,"recreates the given shape without the second largest circle.

Constraint - Use these variables strictly:
circles_radi=[100, 60, 20]","for i in range(3):
  if i != 1:
    t.circle(circles_radi[2 - i])
  t.up()
  t.right(90)
  t.forward(40)
  t.left(90)
  t.down()
","import math
t.penup()
t.goto(0, -100)
t.pendown()
t.circle(100)
t.penup()
t.goto(0, -60)
t.pendown()
t.circle(60)
t.penup()
t.goto(0, -20)
t.pendown()
t.circle(20)",1.7
40,q1,../Datasets/TurtleBench/Tasks/40/image/40.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
large_semicircle_radius=120","t.right(90)
t.circle(large_semicircle_radius, -180)
t.circle(large_semicircle_radius/2, 180)
t.right(180)
t.circle(large_semicircle_radius/2, 180)
","import math
large_semicircle_radius=120
t.penup()
t.goto(-large_semicircle_radius, 0)
t.pendown()
t.circle(large_semicircle_radius, 180)
t.penup()
t.goto(-large_semicircle_radius/2, -large_semicircle_radius/2)
t.pendown()
t.circle(large_semicircle_radius/2, 180)
t.penup()
t.goto(large_semicircle_radius/2, -large_semicircle_radius/2)
t.pendown()
t.circle(large_semicircle_radius/2, 180)",2.58
40,q2,../Datasets/TurtleBench/Tasks/40/image/40.png,"in the given shape, replaces semicircles with complete circles to make the shape horizontally and vertically symmetric.

Constraint - Use these variables strictly:
large_semicircle_radius=120","t.right(90)
for i in range(2):
        t.circle(large_semicircle_radius / 2)
        t.right(180)

t.circle(large_semicircle_radius / 2, 180)
t.circle(large_semicircle_radius)
","import math
t.penup()
t.goto(-120, 0)
t.pendown()
t.circle(120, 180)
t.penup()
t.goto(0, 0)
t.pendown()
t.circle(120, 180)
t.penup()
t.goto(120, 0)
t.pendown()
t.circle(120, 180)",2.01
41,q1,../Datasets/TurtleBench/Tasks/41/image/41.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_side=200
semicircle_radius=40","for i in range(3):
  t.forward((triangle_side-semicircle_radius)/2)
  t.right(90)
  t.circle(semicircle_radius, -180)
  t.right(90)
  t.forward((triangle_side-semicircle_radius)/2)
  t.left(120)
","import math
triangle_side=200
semicircle_radius=40
t.penup()
t.goto(0, -triangle_side/2)
t.pendown()
t.setheading(90)
for i in range(3):
    t.forward(triangle_side)
    t.right(120)
    t.circle(semicircle_radius, 180)
    t.left(120)
    t.forward(triangle_side)
    t.left(120)
    t.circle(semicircle_radius, 180)
    t.right(120)",3.16
41,q2,../Datasets/TurtleBench/Tasks/41/image/41.png,"recreates the given shape with semicircles inverted.

Constraint - Use these variables strictly:
triangle_side=200
semicircle_radius=40","for i in range(3):
  t.forward((triangle_side-semicircle_radius)/2)
  t.right(90)
  t.circle(semicircle_radius, 180)
  t.right(90)
  t.forward((triangle_side-semicircle_radius)/2)
  t.left(120)
","import math

triangle_side = 200
semicircle_radius = 40

t.penup()
t.goto(-triangle_side/2, 0)
t.pendown()
t.setheading(0)

for i in range(3):
    t.forward(triangle_side)
    t.left(120)

t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)

for i in range(3):
    t.circle(semicircle_radius, 180)
    t.left(120)",2.3
42,q1,../Datasets/TurtleBench/Tasks/42/image/42.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_side=200
semicircle_radius=40","t.forward((triangle_side-2 * semicircle_radius)/2)
t.right(90)
t.circle(semicircle_radius, -180)
t.right(90)
t.forward((triangle_side-2 * semicircle_radius)/2)
t.left(120)
t.forward(triangle_side)
t.left(120)
t.forward(triangle_side)
","import math
triangle_side=200
semicircle_radius=40
t.penup()
t.goto(0, -semicircle_radius)
t.pendown()
t.circle(semicircle_radius, 180)
t.penup()
t.goto(-triangle_side/2, semicircle_radius)
t.pendown()
t.goto(triangle_side/2, semicircle_radius)
t.goto(0, semicircle_radius + triangle_side * math.sqrt(3)/2)
t.goto(-triangle_side/2, semicircle_radius)",2.3
42,q2,../Datasets/TurtleBench/Tasks/42/image/42.png,"creates the given shape with the semicircle inverted.

Constraint - Use these variables strictly:
triangle_side=200
semicircle_radius=40","t.forward((triangle_side-2 * semicircle_radius)/2)
t.right(90)
t.circle(semicircle_radius, 180)
t.right(90)
t.forward((triangle_side-2 * semicircle_radius)/2)
t.left(120)
t.forward(triangle_side)
t.left(120)
t.forward(triangle_side)
","import math
t.penup()
t.goto(-triangle_side/2, 0)
t.pendown()
t.setheading(60)
t.forward(triangle_side)
t.setheading(180)
t.forward(triangle_side)
t.setheading(300)
t.forward(triangle_side)
t.penup()
t.goto(0, -semicircle_radius)
t.pendown()
t.circle(semicircle_radius, 180)",2.02
43,q1,../Datasets/TurtleBench/Tasks/43/image/43.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
square_side=200
semicircle_radius=40","for i in range(4):
  t.forward((square_side-semicircle_radius)/2)
  t.right(90)
  t.circle(semicircle_radius, -180)
  t.right(90)
  t.forward((square_side-semicircle_radius)/2)
  t.left(90)
","import math

square_side = 200
semicircle_radius = 40

t.penup()
t.goto(-square_side/2, -square_side/2)
t.pendown()

# Draw bottom-left semicircle
t.setheading(90)
t.circle(semicircle_radius, 180)

# Draw bottom side
t.forward(square_side - 2 * semicircle_radius)

# Draw bottom-right semicircle
t.right(90)
t.circle(semicircle_radius, 180)

# Draw right side
t.forward(square_side - 2 * semicircle_radius)

# Draw top-right semicircle
t.right(90)
t.circle(semicircle_radius, 180)

# Draw top side
t.forward(square_side - 2 * semicircle_radius)

# Draw top-left semicircle
t.right(90)
t.circle(semicircle_radius, 180)

# Draw left side
t.forward(square_side - 2 * semicircle_radius)",1.96
43,q2,../Datasets/TurtleBench/Tasks/43/image/43.png,"creates the given shape but reflects each semicircle across the side of the square on which it is.

Constraint - Use these variables strictly:
square_side=200
semicircle_radius=40","for i in range(4):
  t.forward((square_side-semicircle_radius)/2)
  t.right(90)
  t.circle(semicircle_radius, 180)
  t.right(90)
  t.forward((square_side-semicircle_radius)/2)
  t.left(90)
","import math

square_side = 200
semicircle_radius = 40

t.penup()
t.goto(-square_side/2, -square_side/2)
t.pendown()

# Draw bottom semicircle (reflects across bottom side)
t.setheading(90)
t.circle(-semicircle_radius, 180)

# Draw right semicircle (reflects across right side)
t.penup()
t.goto(square_side/2, -square_side/2)
t.pendown()
t.setheading(270)
t.circle(semicircle_radius, 180)

# Draw top semicircle (reflects across top side)
t.penup()
t.goto(square_side/2, square_side/2)
t.pendown()
t.setheading(90)
t.circle(-semicircle_radius, 180)

# Draw left semicircle (reflects across left side)
t.penup()
t.goto(-square_side/2, square_side/2)
t.pendown()
t.setheading(270)
t.circle(semicircle_radius, 180)

# Draw the square outline
t.penup()
t.goto(-square_side/2, -square_side/2)
t.pendown()
t.setheading(0)
t.forward(square_side)
t.setheading(90)
t.forward(square_side)
t.setheading(180)
t.forward(square_side)
t.setheading(270)
t.forward(square_side)",3.12
44,q1,../Datasets/TurtleBench/Tasks/44/image/44.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
semicircle_radius=20","for i in range(3):
  t.circle(semicircle_radius, -180)
  t.right(180)
  t.circle(semicircle_radius, 180)
  t.right(180)
","import math

semicircle_radius = 20
t.penup()
t.goto(0, -semicircle_radius)
t.pendown()
t.setheading(90)
for i in range(4):
    t.circle(semicircle_radius, 180)
    t.circle(semicircle_radius, -180)",1.65
44,q2,../Datasets/TurtleBench/Tasks/44/image/44.png,"creates the same shape without the two semicircles on top and at the bottom.

Constraint - Use these variables strictly:
semicircle_radius=20","for i in range(2):
  t.circle(semicircle_radius, 180)
  t.right(180)
  t.circle(semicircle_radius, -180)
  t.right(180)
","import math

semicircle_radius = 20
t.penup()
t.goto(0, -semicircle_radius)
t.pendown()
t.setheading(90)
for i in range(4):
    t.circle(semicircle_radius, 180)
    t.circle(semicircle_radius, -180)",3.98
45,q4,../Datasets/TurtleBench/Tasks/45/image/45.png,"es the given shape + the diagonals of all of the smaller squares.

Constraint - Use these variables strictly:
small_square_side=100","def draw_square_and_diagonals(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
  t.right(45)
  t.forward(length * sqrt(2))
  t.right(135)
  t.forward(length)
  t.right(135)
  t.forward(length * sqrt(2))
  t.right(45)
  t.forward(-length)

  
x = 4
for i in range(x):
  draw_square_and_diagonals(4, small_square_side)
  t.right(360 / x)
","t.penup()
t.goto(-50, 50)
t.pendown()
t.setheading(0)
t.forward(100)
t.right(90)
t.forward(100)
t.right(90)
t.forward(100)
t.right(90)
t.forward(100)
t.right(90)
t.penup()
t.goto(-50, 50)
t.pendown()
t.setheading(270)
t.forward(100)
t.right(90)
t.forward(100)
t.right(90)
t.forward(100)
t.right(90)
t.forward(100)
t.penup()
t.goto(-50, 50)
t.pendown()
t.setheading(45)
t.forward(141.42)
t.penup()
t.goto(50, 50)
t.pendown()
t.setheading(225)
t.forward(141.42)
t.penup()
t.goto(-50, -50)
t.pendown()
t.setheading(135)
t.forward(141.42)
t.penup()
t.goto(50, -50)
t.pendown()
t.setheading(315)
t.forward(141.42)",2.39
45,q1,../Datasets/TurtleBench/Tasks/45/image/45.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
small_square_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

x = 4
for i in range(x):
  draw_polygon(4, small_square_side)
  t.right(360 / x)
","t.penup()
t.goto(-50, 50)
t.pendown()
t.forward(100)
t.penup()
t.goto(50, 50)
t.pendown()
t.forward(100)
t.penup()
t.goto(-50, -50)
t.pendown()
t.forward(100)
t.penup()
t.goto(50, -50)
t.pendown()
t.forward(100)",2.55
45,q3,../Datasets/TurtleBench/Tasks/45/image/45.png,"es the given shape + the diagonals of the larger square.

Constraint - Use these variables strictly:
small_square_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

x = 4
for i in range(x):
  draw_polygon(4, small_square_side)
  t.right(360 / x)

t.right(45)
t.forward(-small_square_side * sqrt(2))
t.forward(small_square_side * 2 * sqrt(2))
t.right(135)
t.forward(small_square_side * 2)
t.right(135)
t.forward(small_square_side * 2 * sqrt(2))
","small_square_side=100
t.penup()
t.goto(-small_square_side/2, -small_square_side/2)
t.pendown()
for _ in range(4):
    t.forward(small_square_side)
    t.left(90)
t.penup()
t.goto(-small_square_side/2, small_square_side/2)
t.pendown()
t.goto(small_square_side/2, -small_square_side/2)
t.penup()
t.goto(small_square_side/2, small_square_side/2)
t.pendown()
t.goto(-small_square_side/2, -small_square_side/2)",3.16
45,q2,../Datasets/TurtleBench/Tasks/45/image/45.png,"in the given shape removes the small square on the top right.

Constraint - Use these variables strictly:
small_square_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

x = 4
for i in range(x - 1):
  draw_polygon(4, small_square_side)
  t.right(360 / x)
","t.penup()
t.goto(-100, 100)
t.pendown()
t.goto(100, 100)
t.goto(100, -100)
t.goto(-100, -100)
t.goto(-100, 100)
t.penup()
t.goto(0, 100)
t.pendown()
t.goto(0, -100)
t.penup()
t.goto(-100, 0)
t.pendown()
t.goto(100, 0)
t.penup()
t.goto(50, 50)
t.pendown()
t.goto(50, -50)
t.goto(-50, -50)
t.goto(-50, 50)
t.goto(50, 50)",4.56
46,q1,../Datasets/TurtleBench/Tasks/46/image/46.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
line_segment=80
circle_radius=20","for i in range(3):
  t.forward(line_segment)
  t.circle(circle_radius)
  t.forward(-line_segment)
  t.right(120)
","import math
t.left(90)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius",10.35
46,q2,../Datasets/TurtleBench/Tasks/46/image/46.png,"creates the given shape upside down.

Constraint - Use these variables strictly:
line_segment=80
circle_radius=20","for i in range(3):
  t.forward(line_segment)
  t.circle(circle_radius)
  t.forward(-line_segment)
  t.right(120)
","import math
t.left(90)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius, 180)
t.forward(line_segment)
t.circle(circle_radius",13.2
47,q1,../Datasets/TurtleBench/Tasks/47/image/47.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
line_segment=80
square_side=40","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

for i in range(3):
  t.forward(line_segment)
  draw_polygon(4, square_side)
  t.forward(-line_segment)
  t.right(120)
","import math
t.left(90)
t.forward(line_segment)
t.backward(line_segment)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.backward(square_side)
t.left(90)
t.forward(line_segment)
t.backward(line_segment)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.backward(square_side)
t.left(90)
t.forward(line_segment)
t.backward(line_segment)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.backward(square_side)
t.left(90)
t.forward(line_segment)
t.backward(line_segment)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.backward(square_side)
t.left(90)
t.forward(line_segment)
t.backward(line_segment)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.backward(square_side)
t.left(90)
t.forward(line_segment)
t.backward(line_segment)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.backward(square_side)
t.left(90)
t.forward(line_segment)
t.backward(line_segment)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.right(90)
t.forward(square_side)
t.backward(square_side)
t.left(90)
t.forward(line_segment)
t.backward(line_segment)
t.right(90)",14.06
