task_id,question_id,image_path,query_text,ground_truth_code,model_response,code_generation_time
15,q2,..\Datasets\TurtleBench\Tasks\15\image\15.png,"in the given shape removes all small squares that look like diamonds but keeps all the other squares.

Constraint - Use these variables strictly:
large_square_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

x = 4
for i in range(x):
  draw_polygon(4, large_square_side / 2)
  t.right(360 / x)
","large_square_side = 200
t.penup()
t.goto(-large_square_side / 2, -large_square_side / 2)
t.pendown()
for _ in range(4):
    t.forward(large_square_side)
    t.left(90)
t.penup()
t.goto(-large_square_side / 2, 0)
t.pendown()
t.forward(large_square_side)
t.penup()
t.goto(0, -large_square_side / 2)
t.setheading(90)
t.pendown()
t.forward(large_square_side)",1.94
16,q4,..\Datasets\TurtleBench\Tasks\16\image\16.png,"in the given shape, removes the second smallest triangle, the fourth smallest triangle, the sixth smallest triangle, and the eighth smallest triangle.

Constraint - Use these variables strictly:
smallest_triangle_legs=20","def draw_right_isoceles(side_length):
  t.forward(side_length)
  t.left(90)
  t.forward(side_length)
  t.left(135)
  t.forward(side_length * sqrt(2))
for i in range(8):
  if i % 2 == 0:
    t.up()
  else: 
    t.down()
  draw_right_isoceles(smallest_triangle_legs * sqrt(2 ** (i)))
  t.right(180)
","smallest_triangle_legs = 20
angles = [90, 45, 90, 45, 90, 45, 90, 45]
hypotenuse = smallest_triangle_legs
t.penup()
t.goto(0, 0)
t.pendown()
for i in range(8):
    leg = hypotenuse / (2**0.5)
    if i + 1 not in [2, 4, 6, 8]:
        t.forward(leg)
        t.left(90)
        t.forward(leg)
        t.left(135)
        t.forward(hypotenuse)
        t.left(180)
    else:
        t.penup()
        t.forward(leg)
        t.left(90)
        t.forward(leg)
        t.left(135)
        t.forward(hypotenuse)
        t.left(180)
        t.pendown()
    hypotenuse = hypotenuse * (2**0.5)",12.58
16,q1,..\Datasets\TurtleBench\Tasks\16\image\16.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
smallest_triangle_legs=20","def draw_right_isoceles(side_length):
  t.forward(side_length)
  t.left(90)
  t.forward(side_length)
  t.left(135)
  t.forward(side_length * sqrt(2))
for i in range(8):
        draw_right_isoceles(smallest_triangle_legs * sqrt(2 ** (i)))
        t.right(180)
","smallest_triangle_legs = 20
t.left(45)
for i in range(6):
    side = smallest_triangle_legs * (2**(i/2))
    t.forward(side)
    t.left(90)
    t.forward(smallest_triangle_legs)
    t.left(90)
    t.forward(side)
    t.left(135)
    t.forward(smallest_triangle_legs * (2**((i+1)/2)))
    t.left(135)",3.3
16,q3,..\Datasets\TurtleBench\Tasks\16\image\16.png,"in the given shape, removes the smallest triangle, the third smallest triangle, the fifth smallest triangle, and the seventh smallest triangle.

Constraint - Use these variables strictly:
smallest_triangle_legs=20","def draw_right_isoceles(side_length):
  t.forward(side_length)
  t.left(90)
  t.forward(side_length)
  t.left(135)
  t.forward(side_length * sqrt(2))
for i in range(8):
  if i % 2 == 0:
    t.up()
  else: 
    t.down()
  draw_right_isoceles(smallest_triangle_legs * sqrt(2 ** (i)))
  t.right(180)
","smallest_triangle_legs = 20

def draw_triangle(leg1, leg2, angle):
    t.forward(leg1)
    t.left(90)
    t.forward(leg2)
    t.left(180 - angle)
    t.forward((leg1**2 + leg2**2)**0.5)
    t.left(180 - (90 - angle))

def draw_hypotenuse_only(leg1, leg2, angle):
    t.penup()
    t.forward(leg1)
    t.left(90)
    t.forward(leg2)
    t.left(180 - angle)
    t.pendown()
    t.forward((leg1**2 + leg2**2)**0.5)
    t.penup()
    t.left(180 - (90 - angle))
    t.backward(leg2)
    t.right(90)
    t.backward(leg1)
    t.pendown()

# The spiral consists of 8 triangles.
# 1: smallest (remove), 2: keep, 3: remove, 4: keep, 5: remove, 6: keep, 7: remove, 8: keep
# We track the current leg length and angle
current_leg = smallest_triangle_legs
angles = [45, 63.4, 71.6, 76, 78.7, 80.5, 81.9, 82.9]

for i in range(1, 9):
    # Calculate leg for next triangle based on hypotenuse of previous
    # For the first triangle, legs are equal.
    if i == 1:
        leg1, leg2 = smallest_triangle_legs, smallest_triangle_legs
    else:
        # Hypotenuse of previous becomes leg2 of current
        leg1 = smallest_triangle_legs
        leg2 = (leg1**2 + (leg2_prev)**2)**0.5
    
    leg2_prev = leg2
    angle = math.degrees(math.atan(leg2 / leg1))
    
    if i in [1, 3, 5, 7]:
        draw_hypotenuse_only(leg1, leg2, angle)
    else:
        draw_triangle(leg1, leg2, angle)",2.76
16,q2,..\Datasets\TurtleBench\Tasks\16\image\16.png,"in the given shape removes the two largest triangles but keeps the rest.

Constraint - Use these variables strictly:
smallest_triangle_legs=20","def draw_right_isoceles(side_length):
  t.forward(side_length)
  t.left(90)
  t.forward(side_length)
  t.left(135)
  t.forward(side_length * sqrt(2))
for i in range(6):
        draw_right_isoceles(smallest_triangle_legs * sqrt(2 ** (i)))
        t.right(180)
","smallest_triangle_legs = 20
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
t.forward(smallest_triangle_legs)
t.left(90)
t.forward(smallest_triangle_legs)
t.goto(0, 0)
t.setheading(90)
t.forward(smallest_triangle_legs)
t.right(45)
t.forward(smallest_triangle_legs * (2**0.5))
t.goto(0, smallest_triangle_legs)
t.setheading(135)
t.forward(smallest_triangle_legs * (2**0.5))
t.goto(0, smallest_triangle_legs + smallest_triangle_legs)
t.setheading(0)
t.forward(smallest_triangle_legs)
t.goto(0, smallest_triangle_legs + smallest_triangle_legs)
t.setheading(45)
t.forward(smallest_triangle_legs * (2**0.5))
t.goto(smallest_triangle_legs, smallest_triangle_legs + smallest_triangle_legs)
t.setheading(90)
t.forward(smallest_triangle_legs)
t.goto(smallest_triangle_legs, smallest_triangle_legs + smallest_triangle_legs)
t.setheading(0)
t.forward(smallest_triangle_legs)
t.goto(smallest_triangle_legs + smallest_triangle_legs, smallest_triangle_legs + smallest_triangle_legs)
t.goto(smallest_triangle_legs, smallest_triangle_legs)",3.31
17,q1,..\Datasets\TurtleBench\Tasks\17\image\17.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
semicircle_radius=100","for i in range(4):
  t.right(90)
  t.circle(semicircle_radius, -180)
","semicircle_radius = 100
for _ in range(4):
    t.circle(semicircle_radius, 90)
    t.left(90)
    t.circle(semicircle_radius, 90)
    t.left(90)",1.54
18,q5,..\Datasets\TurtleBench\Tasks\18\image\18.png,"rotates the whole shape 60 degrees to the left.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.left(60)
draw_polygon(3, triangle_side)
t.left(120)
draw_polygon(3, triangle_side)
t.left(120)
draw_polygon(3, triangle_side)
","triangle_side = 100
t.left(60)
for _ in range(3):
    for _ in range(3):
        t.forward(triangle_side)
        t.left(120)
    t.forward(triangle_side)
    t.left(120)",2.04
18,q4,..\Datasets\TurtleBench\Tasks\18\image\18.png,"rotates the whole shape 120 degrees to the left.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.left(0)
draw_polygon(3, triangle_side)
t.left(120)
draw_polygon(3, triangle_side)

t.left(120)
draw_polygon(3, triangle_side)
","triangle_side = 100
t.left(120)
for _ in range(3):
    for _ in range(3):
        t.forward(triangle_side)
        t.right(120)
    t.forward(triangle_side)
    t.right(120)",1.8
18,q1,..\Datasets\TurtleBench\Tasks\18\image\18.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.left(0)
draw_polygon(3, triangle_side)
t.left(120)
draw_polygon(3, triangle_side)

t.left(120)
draw_polygon(3, triangle_side)
","triangle_side = 100

for _ in range(3):
    t.forward(triangle_side)
    t.right(120)
    t.forward(triangle_side)
    t.right(120)
    t.forward(triangle_side)
    t.right(120)
    t.forward(triangle_side)
    t.left(120)",1.26
18,q3,..\Datasets\TurtleBench\Tasks\18\image\18.png,"in the given shape removes the upper triangle.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.right(120)
draw_polygon(3, triangle_side)
t.left(120)
draw_polygon(3, triangle_side)
","triangle_side = 100

# Draw left triangle
t.penup()
t.goto(-triangle_side / 2, 0)
t.pendown()
for _ in range(3):
    t.forward(triangle_side)
    t.right(120)

# Draw right triangle
t.penup()
t.goto(triangle_side / 2, 0)
t.pendown()
t.left(60)
for _ in range(3):
    t.forward(triangle_side)
    t.right(120)",1.44
18,q2,..\Datasets\TurtleBench\Tasks\18\image\18.png,"in the given shape fills the gaps between the triangles with new triangles of the same size.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.left(0)
for i in range(6):  
        draw_polygon(3, triangle_side)
        t.left(60)
","triangle_side = 100

def draw_triangle(up=True):
    for _ in range(3):
        t.forward(triangle_side)
        if up:
            t.left(120)
        else:
            t.right(120)

# Draw the central inverted triangle
t.penup()
t.goto(-triangle_side / 2, (triangle_side * (3**0.5) / 2) / 3)
t.pendown()
draw_triangle(up=False)

# Draw the three surrounding triangles
# Top
t.penup()
t.goto(-triangle_side / 2, (triangle_side * (3**0.5) / 2) / 3)
t.pendown()
draw_triangle(up=True)

# Bottom Left
t.penup()
t.goto(-triangle_side / 2 - triangle_side / 2, (triangle_side * (3**0.5) / 2) / 3 - (triangle_side * (3**0.5) / 2))
t.pendown()
draw_triangle(up=True)

# Bottom Right
t.penup()
t.goto(0, (triangle_side * (3**0.5) / 2) / 3 - (triangle_side * (3**0.5) / 2))
t.pendown()
draw_triangle(up=True)",2.97
19,q4,..\Datasets\TurtleBench\Tasks\19\image\19.png,"in the given shape, rotates the upper pentagon by 180 degrees to the left around its bottom vertex but keeps the others at the same position and orientation.

Constraint - Use these variables strictly:
pentagon_side = 100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.left(72)
draw_polygon(5, pentagon_side)
t.left(72)
t.left(72)
draw_polygon(5, pentagon_side)
t.left(108)
draw_polygon(5, pentagon_side)
","pentagon_side = 100

def draw_pentagon():
    for _ in range(5):
        t.forward(pentagon_side)
        t.left(72)

# Bottom-left pentagon
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(72)
draw_pentagon()

# Bottom-right pentagon
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(36)
draw_pentagon()

# Upper pentagon (rotated 180 degrees around its bottom vertex)
# The original upper pentagon's bottom vertex is at (0, 0)
# To rotate 180 degrees, we move to the vertex and set heading
t.penup()
t.goto(0, 0)
t.pendown()
# Original upper pentagon heading was 108 degrees. 
# Rotating 180 degrees means 108 + 180 = 288 degrees.
t.setheading(288)
draw_pentagon()",2.47
19,q1,..\Datasets\TurtleBench\Tasks\19\image\19.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
pentagon_side = 100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.left(72)
draw_polygon(5, pentagon_side)
t.left(72)
draw_polygon(5, pentagon_side)
t.left(72)
draw_polygon(5, pentagon_side)
","pentagon_side = 100

def draw_pentagon():
    for _ in range(5):
        t.forward(pentagon_side)
        t.right(72)

t.penup()
t.goto(-pentagon_side / 2, -pentagon_side * 0.325)
t.pendown()

# Left pentagon
t.setheading(108)
draw_pentagon()

# Right pentagon
t.penup()
t.goto(pentagon_side / 2, -pentagon_side * 0.325)
t.pendown()
t.setheading(72)
draw_pentagon()

# Top pentagon
t.penup()
t.goto(0, pentagon_side * 0.35)
t.pendown()
t.setheading(18)
draw_pentagon()",1.72
19,q3,..\Datasets\TurtleBench\Tasks\19\image\19.png,"creates the given shape upside down.

Constraint - Use these variables strictly:
pentagon_side = 100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.left(180)
t.left(72)
draw_polygon(5, pentagon_side)
t.left(72)
draw_polygon(5, pentagon_side)
t.left(72)
draw_polygon(5, pentagon_side)
","pentagon_side = 100
t.setheading(18)
for _ in range(3):
    for _ in range(5):
        t.forward(pentagon_side)
        t.right(72)
    t.right(120)
t.setheading(t.heading() + 180)",1.52
19,q2,..\Datasets\TurtleBench\Tasks\19\image\19.png,"in the given shape removes the upper pentagon.

Constraint - Use these variables strictly:
pentagon_side = 100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.left(72)
draw_polygon(5, pentagon_side)
t.left(144)
draw_polygon(5, pentagon_side)
","pentagon_side = 100

def draw_pentagon():
    for _ in range(5):
        t.forward(pentagon_side)
        t.right(72)

# Left pentagon
t.penup()
t.goto(-100, 0)
t.pendown()
draw_pentagon()

# Right pentagon
t.penup()
t.goto(0, 0)
t.pendown()
draw_pentagon()",3.06
20,q1,..\Datasets\TurtleBench\Tasks\20\image\20.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
star_side=200","def poly(side, angle):
  for i in range(8):
    t.forward(side)
    t.right(angle)
poly(star_side, 135)
","star_side = 200
t.penup()
t.goto(-star_side / 2, -star_side / 2 * (1 + 2**0.5))
t.pendown()
for _ in range(4):
    t.forward(star_side)
    t.left(135)
    t.forward(star_side * 2**0.5)
    t.right(90)
    t.forward(star_side * 2**0.5)
    t.left(135)",3.46
20,q3,..\Datasets\TurtleBench\Tasks\20\image\20.png,"duplicates the given shape and places the new shape adjacent to the existing one where a pair of corresponding vertices from each star touches one another.

Constraint - Use these variables strictly:
star_side=200","def poly(side, angle):
  for i in range(8):
    t.forward(side)
    t.right(angle)
poly(star_side, 135)
t.left(225)
poly(star_side, 135)
","star_side = 200

def draw_star(t, size):
    for _ in range(8):
        t.forward(size)
        t.right(135)

def draw_two_stars():
    # Draw first star
    draw_star(t, star_side)
    
    # Move to the rightmost vertex of the first star
    # The star is drawn with 8 segments of length star_side and 135 degree turns.
    # The rightmost point is reached after the 2nd segment.
    t.penup()
    t.forward(star_side)
    t.right(135)
    t.forward(star_side)
    
    # The current position is the rightmost vertex.
    # To place the second star adjacent, we move to the position where its 
    # leftmost vertex will touch the current position.
    # The leftmost vertex of a star is reached after 6 segments.
    # We shift the turtle to start the second star from this point.
    
    # Calculate the offset to place the second star
    # The distance between the rightmost and leftmost vertex of this star 
    # is star_side * (1 + sqrt(2)) horizontally.
    offset = star_side * (1 + math.sqrt(2))
    
    t.pendown()
    draw_star(t, star_side)

draw_two_stars()",2.72
20,q2,..\Datasets\TurtleBench\Tasks\20\image\20.png,"in the given shape removes the two squares in the middle.

Constraint - Use these variables strictly:
star_side=200","for i in range(8):
  t.forward(50)
  t.right(135)
  t.forward(50)
  t.left(90)
","star_side = 200
side = star_side / (1 + 2**0.5)
t.penup()
t.goto(-star_side / 2, -side / 2)
t.pendown()
for _ in range(4):
    t.forward(star_side)
    t.left(90)
t.penup()
t.goto(-side / 2, -star_side / 2)
t.pendown()
t.setheading(45)
for _ in range(4):
    t.forward(star_side / (2**0.5))
    t.left(90)",4.2
21,q1,..\Datasets\TurtleBench\Tasks\21\image\21.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
angles_between_branches=90
root_length=150","def branch(side, level):
  if level == 0:
    return
  t.forward(side)
  t.left(angles_between_branches/2)
  branch(side / 2, level - 1)
  t.right(angles_between_branches)
  branch(side / 2, level - 1)
  t.left(angles_between_branches/2)
  t.forward(- side)
t.left(90)
branch(root_length, 5)
","angles_between_branches=90
root_length=150

t.left(90)
t.penup()
t.goto(0, -200)
t.pendown()

def draw_tree(length, depth):
    if depth == 0:
        return
    
    t.forward(length)
    
    t.left(angles_between_branches / 2)
    draw_tree(length / 2, depth - 1)
    
    t.right(angles_between_branches)
    draw_tree(length / 2, depth - 1)
    
    t.left(angles_between_branches / 2)
    t.backward(length)

draw_tree(root_length, 3)",2.01
22,q1,..\Datasets\TurtleBench\Tasks\22\image\22.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
side=30","for i in range(7):
  t.forward(side)
  if i % 2 == 0:
    t.right(90)
  else:
    t.right(-90)
","side = 30
for _ in range(3):
    t.forward(side)
    t.right(90)
    t.forward(side)
    t.left(90)
t.forward(side)",2.6
22,q3,..\Datasets\TurtleBench\Tasks\22\image\22.png,"removes the upper step in the given shape.

Constraint - Use these variables strictly:
side=30","for i in range(5):
  t.forward(side)
  if i % 2 == 0:
    t.right(90)
  else:
    t.right(-90)
","side = 30
t.right(90)
t.forward(side)
t.left(90)
t.forward(side)
t.right(90)
t.forward(side)
t.left(90)
t.forward(side)",2.7
22,q2,..\Datasets\TurtleBench\Tasks\22\image\22.png,"in the given shape adds an ascending staircase to the right of the existing one of a similar length.

Constraint - Use these variables strictly:
side=30","for i in range(7):
  t.forward(side)
  if i % 2 == 0:
    t.right(90)
  else:
    t.right(-90)
t.left(90)
for i in range(7):
  t.forward(side)
  if i % 2 == 0:
    t.left(90)
  else:
    t.left(-90)
","side = 30
for _ in range(3):
    t.forward(side)
    t.right(90)
    t.forward(side)
    t.left(90)
t.forward(side)
t.left(90)
t.forward(side)
for _ in range(3):
    t.right(90)
    t.forward(side)
    t.left(90)
    t.forward(side)",2.51
23,q1,..\Datasets\TurtleBench\Tasks\23\image\23.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
side=30","for _ in range(4):
  for i in range(7):
    t.forward(side)
    if i % 2 == 0:
      t.right(90)
    else:
      t.right(-90)
  t.right(-180)
","side = 30
for _ in range(4):
    t.forward(side)
    t.left(90)
    t.forward(side)
    t.right(90)
    t.forward(side)
    t.right(90)
    t.forward(side)
    t.left(90)
    t.forward(side)
    t.left(90)
    t.forward(side)
    t.right(90)
    t.forward(side)
    t.right(90)
    t.forward(side)
    t.left(90)
    t.forward(side)
    t.left(90)",2.03
24,q4,..\Datasets\TurtleBench\Tasks\24\image\24.png,"in the given shape replaces the larger triangle with a square of a similar side length.

Constraint - Use these variables strictly:
large_triangle_side=150
small_triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(60)
draw_polygon(3, small_triangle_side)
t.left(120)
draw_polygon(4, large_triangle_side)
","large_triangle_side = 150
small_triangle_side = 100

# Draw the square (replacing the large triangle)
for _ in range(4):
    t.forward(large_triangle_side)
    t.left(90)

# Move to the position for the small triangle
t.forward(large_triangle_side)

# Draw the small triangle
for _ in range(3):
    t.forward(small_triangle_side)
    t.left(120)",3.57
24,q1,..\Datasets\TurtleBench\Tasks\24\image\24.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
large_triangle_side=150
small_triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(60)
draw_polygon(3, small_triangle_side)
t.left(120)
draw_polygon(3, large_triangle_side)
","large_triangle_side = 150
small_triangle_side = 100

for _ in range(3):
    t.forward(large_triangle_side)
    t.left(120)

t.forward(large_triangle_side)

for _ in range(3):
    t.forward(small_triangle_side)
    t.left(120)",1.86
24,q3,..\Datasets\TurtleBench\Tasks\24\image\24.png,"in the given shape replaces the smaller triangle with a square of a similar side length.

Constraint - Use these variables strictly:
large_triangle_side=150
small_triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(180)
draw_polygon(3, large_triangle_side)
t.right(90)
draw_polygon(4, small_triangle_side)
","large_triangle_side = 150
small_triangle_side = 100

# Draw large triangle
for _ in range(3):
    t.forward(large_triangle_side)
    t.left(120)

# Move to the start of the second shape
t.forward(large_triangle_side)

# Draw square
for _ in range(4):
    t.forward(small_triangle_side)
    t.left(90)",2.55
24,q2,..\Datasets\TurtleBench\Tasks\24\image\24.png,"adds two triangles to the right of the existing shape to make it vertically symmetrical.

Constraint - Use these variables strictly:
large_triangle_side=150
small_triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(60)
draw_polygon(3, small_triangle_side)
t.left(120)
draw_polygon(3, large_triangle_side)
t.forward(-100)
draw_polygon(3, small_triangle_side)
t.right(120)
draw_polygon(3,  large_triangle_side)
","large_triangle_side = 150
small_triangle_side = 100

def draw_triangle(side):
    for _ in range(3):
        t.forward(side)
        t.left(120)

# Draw original shape
draw_triangle(large_triangle_side)
t.forward(large_triangle_side)
draw_triangle(small_triangle_side)
t.forward(small_triangle_side)

# Draw symmetrical additions
draw_triangle(small_triangle_side)
t.forward(small_triangle_side)
draw_triangle(large_triangle_side)",1.87
25,q4,..\Datasets\TurtleBench\Tasks\25\image\25.png,"in the given shape reflects the middle triangle over the common base of the triangles.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(-outer_turn)
t.forward(2 * triangle_side)
for i in range(3):
  t.forward(-triangle_side)
  if i == 1:
    t.right(60)
  draw_polygon(3, triangle_side)
  if i == 1:
    t.left(60)
","triangle_side = 100

def draw_triangle():
    for _ in range(3):
        t.forward(triangle_side)
        t.left(120)

# Draw first triangle
draw_triangle()

# Move to second triangle
t.forward(triangle_side)
# Reflect the middle triangle downwards
t.right(60)
draw_triangle()

# Move to third triangle
t.left(60)
t.forward(triangle_side)
draw_triangle()",2.12
25,q1,..\Datasets\TurtleBench\Tasks\25\image\25.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(-outer_turn)
t.forward(2 * triangle_side)
for i in range(3):
  t.forward(-triangle_side)
  draw_polygon(3, triangle_side)
","triangle_side = 100
for _ in range(3):
    t.forward(triangle_side)
    t.left(60)
    t.forward(triangle_side)
    t.right(120)
t.right(60)
t.forward(triangle_side * 3)",3.47
25,q3,..\Datasets\TurtleBench\Tasks\25\image\25.png,"in the given shape draws a circle that the base line of the triangles is its diameter.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(-outer_turn)
t.forward(2 * triangle_side)
for i in range(3):
  t.forward(-triangle_side)
  draw_polygon(3, triangle_side)
t.left(-90)
t.circle(triangle_side * 1.5)
","triangle_side = 100

for i in range(3):
    t.forward(triangle_side)
    t.left(120)
    t.forward(triangle_side)
    t.right(120)

t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
t.circle(triangle_side * 1.5 / 2, 180)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
t.forward(triangle_side * 3)
t.setheading(180)
t.circle(triangle_side * 1.5, 180)",2.89
25,q2,..\Datasets\TurtleBench\Tasks\25\image\25.png,"in the given shape adds three triangles to make a horizontally symmetrical shape.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(-outer_turn)
t.forward(2 * triangle_side)
for i in range(3):
  t.forward(-triangle_side)
  draw_polygon(3, triangle_side)

t.left(180)
for i in range(3):
  t.forward(-triangle_side)
  draw_polygon(3, triangle_side)
","triangle_side = 100
t.penup()
t.goto(-150, 0)
t.pendown()
for _ in range(3):
    t.forward(triangle_side)
    t.left(60)
    t.forward(triangle_side)
    t.right(120)
    t.forward(triangle_side)
    t.left(60)",2.19
26,q1,..\Datasets\TurtleBench\Tasks\26\image\26.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
small_square_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(-outer_turn)
t.forward(2 * small_square_side)
for i in range(3):
  t.forward(-small_square_side)
  draw_polygon(4, small_square_side)
","small_square_side = 100
for _ in range(2):
    t.forward(small_square_side * 3)
    t.left(90)
    t.forward(small_square_side)
    t.left(90)
t.left(90)
t.forward(small_square_side)
t.right(90)
t.forward(small_square_side)
t.right(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.right(90)
t.forward(small_square_side)
t.right(90)
t.forward(small_square_side)",2.0
26,q3,..\Datasets\TurtleBench\Tasks\26\image\26.png,"shifts the squares in the center upward by a distance equal to its side length.

Constraint - Use these variables strictly:
small_square_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(-outer_turn)

draw_polygon(4, small_square_side)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.right(90)
draw_polygon(4, small_square_side)
t.forward(small_square_side)
t.right(90)
t.forward(small_square_side)
t.left(90)
draw_polygon(4, small_square_side)
","small_square_side = 100

def draw_square(t, size):
    for _ in range(4):
        t.forward(size)
        t.left(90)

# Draw left square
t.penup()
t.goto(-1.5 * small_square_side, -0.5 * small_square_side)
t.pendown()
draw_square(t, small_square_side)

# Draw center square (shifted upward by small_square_side)
t.penup()
t.goto(-0.5 * small_square_side, 0.5 * small_square_side)
t.pendown()
draw_square(t, small_square_side)

# Draw right square
t.penup()
t.goto(0.5 * small_square_side, -0.5 * small_square_side)
t.pendown()
draw_square(t, small_square_side)",2.35
26,q2,..\Datasets\TurtleBench\Tasks\26\image\26.png,"removes the squares on the left and the right.

Constraint - Use these variables strictly:
small_square_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(-outer_turn)

draw_polygon(4, small_square_side)
","small_square_side = 100

for _ in range(4):
    t.forward(small_square_side)
    t.left(90)

t.forward(small_square_side)
for _ in range(3):
    t.left(90)
    t.forward(small_square_side)",1.48
27,q4,..\Datasets\TurtleBench\Tasks\27\image\27.png,"in the given shape removes the quarter circles on the top and the bottom of the square.

Constraint - Use these variables strictly:
square_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

draw_polygon(4, square_side)
t.left(-135)
t.up()
t.circle(square_side/2 * sqrt(2), -90)
t.down()
t.circle(square_side/2 * sqrt(2), -90)
t.up()
t.circle(square_side/2 * sqrt(2), -90)
t.down()
t.circle(square_side/2 * sqrt(2), -90)
","square_side = 200
radius = square_side / 2

t.penup()
t.goto(-square_side / 2, -square_side / 2)
t.pendown()

# Draw the square
for _ in range(4):
    t.forward(square_side)
    t.left(90)

# Draw the left quarter circle
t.penup()
t.goto(-square_side / 2, -square_side / 2)
t.setheading(90)
t.pendown()
t.circle(radius, 90)

# Draw the right quarter circle
t.penup()
t.goto(square_side / 2, square_side / 2)
t.setheading(270)
t.pendown()
t.circle(radius, 90)",1.91
27,q1,..\Datasets\TurtleBench\Tasks\27\image\27.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
square_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

draw_polygon(4, square_side)
t.left(-135)
t.circle(square_side/2 * sqrt(2), -360)
","square_side = 200
t.penup()
t.goto(-square_side / 2, -square_side / 2)
t.pendown()
for _ in range(4):
    t.forward(square_side)
    t.left(90)
t.penup()
radius = (square_side * math.sqrt(2)) / 2
t.goto(0, -radius)
t.pendown()
t.circle(radius)",1.52
